Gender,Age,Category,Date,Month,Rate
Both,Under25years,Jobseekers allowance applications,1999,,25942
Both,Under25years,Jobseekers benefit claims,1999,,8978
Both,Under25years,Other registrants,1999,,244
Both,25yearsandover,All classes,1999,,103074
Both,25yearsandover,Jobseekers allowance applications,1999,,88213
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,14861
Both,Allages,All classes,1999,,192230
Both,Allages,Jobseekers allowance applications,1999,,114155
Both,Allages,Jobseekers benefit claims,1999,,62970
Both,Allages,Other registrants,1999,,15105
Male,Under25years,All classes,1999,,19901
Male,Under25years,Jobseekers allowance applications,1999,,14965
Male,Under25years,Jobseekers benefit claims,1999,,4898
Male,Under25years,Other registrants,1999,,38
Male,25yearsandover,All classes,1999,,92818
Male,25yearsandover,Jobseekers allowance applications,1999,,66307
Male,25yearsandover,Jobseekers benefit claims,1999,,23426
Male,25yearsandover,Other registrants,1999,,3085
Male,Allages,All classes,1999,,112719
Male,Allages,Jobseekers allowance applications,1999,,81272
Male,Allages,Jobseekers benefit claims,1999,,28324
Male,Allages,Other registrants,1999,,3123
Female,Under25years,All classes,1999,,11183
Female,Under25years,Jobseekers allowance applications,1999,,10977
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,206
Female,25yearsandover,All classes,1999,,64248
Female,25yearsandover,Jobseekers allowance applications,1999,,21906
Female,25yearsandover,Jobseekers benefit claims,1999,,30566
Female,25yearsandover,Other registrants,1999,,11776
Female,Allages,All classes,1999,,79511
Female,Allages,Jobseekers allowance applications,1999,,32883
Female,Allages,Jobseekers benefit claims,1999,,34646
Female,Allages,Other registrants,1999,,11982
Both,Under25years,All classes,1999,,36856
Both,Under25years,Jobseekers allowance applications,1999,,27686
Both,Under25years,Jobseekers benefit claims,1999,,8923
Both,Under25years,Other registrants,1999,,247
Both,25yearsandover,All classes,1999,,102770
Both,25yearsandover,Jobseekers allowance applications,1999,,87658
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,15112
Both,Allages,All classes,1999,,195519
Both,Allages,Jobseekers allowance applications,1999,,115344
Both,Allages,Jobseekers benefit claims,1999,,64816
Both,Allages,Other registrants,1999,,15359
Male,Under25years,All classes,1999,,20212
Male,Under25years,Jobseekers allowance applications,1999,,15386
Male,Under25years,Jobseekers benefit claims,1999,,4791
Male,Under25years,Other registrants,1999,,35
Male,25yearsandover,All classes,1999,,91649
Male,25yearsandover,Jobseekers allowance applications,1999,,65475
Male,25yearsandover,Jobseekers benefit claims,1999,,23120
Male,25yearsandover,Other registrants,1999,,3054
Male,Allages,All classes,1999,,111861
Male,Allages,Jobseekers allowance applications,1999,,80861
Male,Allages,Jobseekers benefit claims,1999,,27911
Male,Allages,Other registrants,1999,,3089
Female,Under25years,All classes,1999,,12512
Female,Under25years,Jobseekers allowance applications,1999,,12300
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,212
Female,25yearsandover,All classes,1999,,67014
Female,25yearsandover,Jobseekers allowance applications,1999,,22183
Female,25yearsandover,Jobseekers benefit claims,1999,,32773
Female,25yearsandover,Other registrants,1999,,12058
Female,Allages,All classes,1999,,83658
Female,Allages,Jobseekers allowance applications,1999,,34483
Female,Allages,Jobseekers benefit claims,1999,,36905
Female,Allages,Other registrants,1999,,12270
Both,Under25years,All classes,1999,,37642
Both,Under25years,Jobseekers allowance applications,1999,,28126
Both,Under25years,Jobseekers benefit claims,1999,,9248
Both,Under25years,Other registrants,1999,,268
Both,25yearsandover,All classes,1999,,102994
Both,25yearsandover,Jobseekers allowance applications,1999,,87241
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,15753
Both,Allages,All classes,1999,,200559
Both,Allages,Jobseekers allowance applications,1999,,115367
Both,Allages,Jobseekers benefit claims,1999,,69171
Both,Allages,Other registrants,1999,,16021
Male,Under25years,All classes,1999,,20410
Male,Under25years,Jobseekers allowance applications,1999,,15492
Male,Under25years,Jobseekers benefit claims,1999,,4875
Male,Under25years,Other registrants,1999,,43
Male,25yearsandover,All classes,1999,,92199
Male,25yearsandover,Jobseekers allowance applications,1999,,64937
Male,25yearsandover,Jobseekers benefit claims,1999,,24159
Male,25yearsandover,Other registrants,1999,,3103
Male,Allages,All classes,1999,,112609
Male,Allages,Jobseekers allowance applications,1999,,80429
Male,Allages,Jobseekers benefit claims,1999,,29034
Male,Allages,Other registrants,1999,,3146
Female,Under25years,All classes,1999,,12859
Female,Under25years,Jobseekers allowance applications,1999,,12634
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,225
Female,25yearsandover,All classes,1999,,70718
Female,25yearsandover,Jobseekers allowance applications,1999,,22304
Female,25yearsandover,Jobseekers benefit claims,1999,,35764
Female,25yearsandover,Other registrants,1999,,12650
Female,Allages,All classes,1999,,87950
Female,Allages,Jobseekers allowance applications,1999,,34938
Female,Allages,Jobseekers benefit claims,1999,,40137
Female,Allages,Other registrants,1999,,12875
Both,Under25years,All classes,1999,,37070
Both,Under25years,Jobseekers allowance applications,1999,,27646
Both,Under25years,Jobseekers benefit claims,1999,,9146
Both,Under25years,Other registrants,1999,,278
Both,25yearsandover,All classes,1999,,102318
Both,25yearsandover,Jobseekers allowance applications,1999,,86406
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,15912
Both,Allages,All classes,1999,,198670
Both,Allages,Jobseekers allowance applications,1999,,114052
Both,Allages,Jobseekers benefit claims,1999,,68428
Both,Allages,Other registrants,1999,,16190
Male,Under25years,All classes,1999,,20043
Male,Under25years,Jobseekers allowance applications,1999,,15234
Male,Under25years,Jobseekers benefit claims,1999,,4767
Male,Under25years,Other registrants,1999,,42
Male,25yearsandover,All classes,1999,,91206
Male,25yearsandover,Jobseekers allowance applications,1999,,64169
Male,25yearsandover,Jobseekers benefit claims,1999,,23921
Male,25yearsandover,Other registrants,1999,,3116
Male,Allages,All classes,1999,,111249
Male,Allages,Jobseekers allowance applications,1999,,79403
Male,Allages,Jobseekers benefit claims,1999,,28688
Male,Allages,Other registrants,1999,,3158
Female,Under25years,All classes,1999,,12648
Female,Under25years,Jobseekers allowance applications,1999,,12412
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,236
Female,25yearsandover,All classes,1999,,70394
Female,25yearsandover,Jobseekers allowance applications,1999,,22237
Female,25yearsandover,Jobseekers benefit claims,1999,,35361
Female,25yearsandover,Other registrants,1999,,12796
Female,Allages,All classes,1999,,87421
Female,Allages,Jobseekers allowance applications,1999,,34649
Female,Allages,Jobseekers benefit claims,1999,,39740
Female,Allages,Other registrants,1999,,13032
Both,Under25years,All classes,1999,,33985
Both,Under25years,Jobseekers allowance applications,1999,,25379
Both,Under25years,Jobseekers benefit claims,1999,,8338
Both,Under25years,Other registrants,1999,,268
Both,25yearsandover,All classes,1999,,98698
Both,25yearsandover,Jobseekers allowance applications,1999,,83561
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,15137
Both,Allages,All classes,1999,,186183
Both,Allages,Jobseekers allowance applications,1999,,108940
Both,Allages,Jobseekers benefit claims,1999,,61838
Both,Allages,Other registrants,1999,,15405
Male,Under25years,All classes,1999,,18569
Male,Under25years,Jobseekers allowance applications,1999,,14118
Male,Under25years,Jobseekers benefit claims,1999,,4409
Male,Under25years,Other registrants,1999,,42
Male,25yearsandover,All classes,1999,,87856
Male,25yearsandover,Jobseekers allowance applications,1999,,62287
Male,25yearsandover,Jobseekers benefit claims,1999,,22544
Male,25yearsandover,Other registrants,1999,,3025
Male,Allages,All classes,1999,,106425
Male,Allages,Jobseekers allowance applications,1999,,76405
Male,Allages,Jobseekers benefit claims,1999,,26953
Male,Allages,Other registrants,1999,,3067
Female,Under25years,All classes,1999,,11487
Female,Under25years,Jobseekers allowance applications,1999,,11261
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,226
Female,25yearsandover,All classes,1999,,64342
Female,25yearsandover,Jobseekers allowance applications,1999,,21274
Female,25yearsandover,Jobseekers benefit claims,1999,,30956
Female,25yearsandover,Other registrants,1999,,12112
Female,Allages,All classes,1999,,79758
Female,Allages,Jobseekers allowance applications,1999,,32535
Female,Allages,Jobseekers benefit claims,1999,,34885
Female,Allages,Other registrants,1999,,12338
Both,Under25years,All classes,1999,,30314
Both,Under25years,Jobseekers allowance applications,1999,,22735
Both,Under25years,Jobseekers benefit claims,1999,,7338
Both,Under25years,Other registrants,1999,,241
Both,25yearsandover,All classes,1999,,94607
Both,25yearsandover,Jobseekers allowance applications,1999,,79905
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,14702
Both,Allages,All classes,1999,,178215
Both,Allages,Jobseekers allowance applications,1999,,102640
Both,Allages,Jobseekers benefit claims,1999,,60632
Both,Allages,Other registrants,1999,,14943
Male,Under25years,All classes,1999,,16535
Male,Under25years,Jobseekers allowance applications,1999,,12651
Male,Under25years,Jobseekers benefit claims,1999,,3837
Male,Under25years,Other registrants,1999,,47
Male,25yearsandover,All classes,1999,,84729
Male,25yearsandover,Jobseekers allowance applications,1999,,59745
Male,25yearsandover,Jobseekers benefit claims,1999,,22063
Male,25yearsandover,Other registrants,1999,,2921
Male,Allages,All classes,1999,,101264
Male,Allages,Jobseekers allowance applications,1999,,72396
Male,Allages,Jobseekers benefit claims,1999,,25900
Male,Allages,Other registrants,1999,,2968
Female,Under25years,All classes,1999,,10278
Female,Under25years,Jobseekers allowance applications,1999,,10084
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,194
Female,25yearsandover,All classes,1999,,62902
Female,25yearsandover,Jobseekers allowance applications,1999,,20160
Female,25yearsandover,Jobseekers benefit claims,1999,,30961
Female,25yearsandover,Other registrants,1999,,11781
Female,Allages,All classes,1999,,76681
Female,Allages,Jobseekers allowance applications,1999,,30244
Female,Allages,Jobseekers benefit claims,1999,,34462
Female,Allages,Other registrants,1999,,11975
Both,Under25years,All classes,1999,,28748
Both,Under25years,Jobseekers allowance applications,1999,,21556
Both,Under25years,Jobseekers benefit claims,1999,,6977
Both,Under25years,Other registrants,1999,,215
Both,25yearsandover,All classes,1999,,92012
Both,25yearsandover,Jobseekers allowance applications,1999,,77798
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,14214
Both,Allages,All classes,1999,,171786
Both,Allages,Jobseekers allowance applications,1999,,99354
Both,Allages,Jobseekers benefit claims,1999,,58003
Both,Allages,Other registrants,1999,,14429
Male,Under25years,All classes,1999,,15834
Male,Under25years,Jobseekers allowance applications,1999,,12146
Male,Under25years,Jobseekers benefit claims,1999,,3647
Male,Under25years,Other registrants,1999,,41
Male,25yearsandover,All classes,1999,,82870
Male,25yearsandover,Jobseekers allowance applications,1999,,58332
Male,25yearsandover,Jobseekers benefit claims,1999,,21669
Male,25yearsandover,Other registrants,1999,,2869
Male,Allages,All classes,1999,,98704
Male,Allages,Jobseekers allowance applications,1999,,70478
Male,Allages,Jobseekers benefit claims,1999,,25316
Male,Allages,Other registrants,1999,,2910
Female,Under25years,All classes,1999,,9584
Female,Under25years,Jobseekers allowance applications,1999,,9410
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,174
Female,25yearsandover,All classes,1999,,60168
Female,25yearsandover,Jobseekers allowance applications,1999,,19466
Female,25yearsandover,Jobseekers benefit claims,1999,,29357
Female,25yearsandover,Other registrants,1999,,11345
Female,Allages,All classes,1999,,73082
Female,Allages,Jobseekers allowance applications,1999,,28876
Female,Allages,Jobseekers benefit claims,1999,,32687
Female,Allages,Other registrants,1999,,11519
Both,Under25years,All classes,1999,,28613
Both,Under25years,Jobseekers allowance applications,1999,,21174
Both,Under25years,Jobseekers benefit claims,1999,,7209
Both,Under25years,Other registrants,1999,,230
Both,25yearsandover,All classes,1999,,92559
Both,25yearsandover,Jobseekers allowance applications,1999,,77927
Both,25yearsandover,Jobseekers benefit claims,1999,,0
Both,25yearsandover,Other registrants,1999,,14632
Both,Allages,All classes,1999,,176539
Both,Allages,Jobseekers allowance applications,1999,,99101
Both,Allages,Jobseekers benefit claims,1999,,62576
Both,Allages,Other registrants,1999,,14862
Male,Under25years,All classes,1999,,15920
Male,Under25years,Jobseekers allowance applications,1999,,12005
Male,Under25years,Jobseekers benefit claims,1999,,3864
Male,Under25years,Other registrants,1999,,51
Male,25yearsandover,All classes,1999,,85109
Male,25yearsandover,Jobseekers allowance applications,1999,,58528
Male,25yearsandover,Jobseekers benefit claims,1999,,23644
Male,25yearsandover,Other registrants,1999,,2937
Male,Allages,All classes,1999,,101029
Male,Allages,Jobseekers allowance applications,1999,,70533
Male,Allages,Jobseekers benefit claims,1999,,27508
Male,Allages,Other registrants,1999,,2988
Female,Under25years,All classes,1999,,9348
Female,Under25years,Jobseekers allowance applications,1999,,9169
Female,Under25years,Jobseekers benefit claims,1999,,0
Female,Under25years,Other registrants,1999,,179
Female,25yearsandover,All classes,1999,,62817
Female,25yearsandover,Jobseekers allowance applications,1999,,19399
Female,25yearsandover,Jobseekers benefit claims,1999,,31723
Female,25yearsandover,Other registrants,1999,,11695
Female,Allages,All classes,1999,,75510
Female,Allages,Jobseekers allowance applications,1999,,28568
Female,Allages,Jobseekers benefit claims,1999,,35068
Female,Allages,Other registrants,1999,,11874
Both,Under25years,All classes,2000,,29947
Both,Under25years,Jobseekers allowance applications,2000,,21344
Both,Under25years,Jobseekers benefit claims,2000,,8399
Both,Under25years,Other registrants,2000,,204
Both,25yearsandover,All classes,2000,,146215
Both,25yearsandover,Jobseekers allowance applications,2000,,77032
Both,25yearsandover,Jobseekers benefit claims,2000,,55285
Both,25yearsandover,Other registrants,2000,,13898
Both,Allages,All classes,2000,,176162
Both,Allages,Jobseekers allowance applications,2000,,98376
Both,Allages,Jobseekers benefit claims,2000,,63684
Both,Allages,Other registrants,2000,,14102
Male,Under25years,All classes,2000,,16955
Male,Under25years,Jobseekers allowance applications,2000,,12206
Male,Under25years,Jobseekers benefit claims,2000,,4711
Male,Under25years,Other registrants,2000,,38
Male,25yearsandover,All classes,2000,,85427
Male,25yearsandover,Jobseekers allowance applications,2000,,57977
Male,25yearsandover,Jobseekers benefit claims,2000,,24621
Male,25yearsandover,Other registrants,2000,,2829
Male,Allages,All classes,2000,,102382
Male,Allages,Jobseekers allowance applications,2000,,70183
Male,Allages,Jobseekers benefit claims,2000,,29332
Male,Allages,Other registrants,2000,,2867
Female,Under25years,All classes,2000,,12992
Female,Under25years,Jobseekers allowance applications,2000,,9138
Female,Under25years,Jobseekers benefit claims,2000,,3688
Female,Under25years,Other registrants,2000,,166
Female,25yearsandover,All classes,2000,,60788
Female,25yearsandover,Jobseekers allowance applications,2000,,19055
Female,25yearsandover,Jobseekers benefit claims,2000,,30664
Female,25yearsandover,Other registrants,2000,,11069
Female,Allages,All classes,2000,,73780
Female,Allages,Jobseekers allowance applications,2000,,28193
Female,Allages,Jobseekers benefit claims,2000,,34352
Female,Allages,Other registrants,2000,,11235
Both,Under25years,All classes,2000,,28883
Both,Under25years,Jobseekers allowance applications,2000,,20373
Both,Under25years,Jobseekers benefit claims,2000,,8322
Both,Under25years,Other registrants,2000,,188
Both,25yearsandover,All classes,2000,,143210
Both,25yearsandover,Jobseekers allowance applications,2000,,74422
Both,25yearsandover,Jobseekers benefit claims,2000,,55202
Both,25yearsandover,Other registrants,2000,,13586
Both,Allages,All classes,2000,,172093
Both,Allages,Jobseekers allowance applications,2000,,94795
Both,Allages,Jobseekers benefit claims,2000,,63524
Both,Allages,Other registrants,2000,,13774
Male,Under25years,All classes,2000,,16209
Male,Under25years,Jobseekers allowance applications,2000,,11664
Male,Under25years,Jobseekers benefit claims,2000,,4508
Male,Under25years,Other registrants,2000,,37
Male,25yearsandover,All classes,2000,,82905
Male,25yearsandover,Jobseekers allowance applications,2000,,56092
Male,25yearsandover,Jobseekers benefit claims,2000,,24035
Male,25yearsandover,Other registrants,2000,,2778
Male,Allages,All classes,2000,,99114
Male,Allages,Jobseekers allowance applications,2000,,67756
Male,Allages,Jobseekers benefit claims,2000,,28543
Male,Allages,Other registrants,2000,,2815
Female,Under25years,All classes,2000,,12674
Female,Under25years,Jobseekers allowance applications,2000,,8709
Female,Under25years,Jobseekers benefit claims,2000,,3814
Female,Under25years,Other registrants,2000,,151
Female,25yearsandover,All classes,2000,,60305
Female,25yearsandover,Jobseekers allowance applications,2000,,18330
Female,25yearsandover,Jobseekers benefit claims,2000,,31167
Female,25yearsandover,Other registrants,2000,,10808
Female,Allages,All classes,2000,,72979
Female,Allages,Jobseekers allowance applications,2000,,27039
Female,Allages,Jobseekers benefit claims,2000,,34981
Female,Allages,Other registrants,2000,,10959
Both,Under25years,All classes,2000,,26982
Both,Under25years,Jobseekers allowance applications,2000,,19055
Both,Under25years,Jobseekers benefit claims,2000,,7746
Both,Under25years,Other registrants,2000,,181
Both,25yearsandover,All classes,2000,,136507
Both,25yearsandover,Jobseekers allowance applications,2000,,71374
Both,25yearsandover,Jobseekers benefit claims,2000,,51867
Both,25yearsandover,Other registrants,2000,,13266
Both,Allages,All classes,2000,,163489
Both,Allages,Jobseekers allowance applications,2000,,90429
Both,Allages,Jobseekers benefit claims,2000,,59613
Both,Allages,Other registrants,2000,,13447
Male,Under25years,All classes,2000,,15201
Male,Under25years,Jobseekers allowance applications,2000,,10921
Male,Under25years,Jobseekers benefit claims,2000,,4243
Male,Under25years,Other registrants,2000,,37
Male,25yearsandover,All classes,2000,,79235
Male,25yearsandover,Jobseekers allowance applications,2000,,53884
Male,25yearsandover,Jobseekers benefit claims,2000,,22610
Male,25yearsandover,Other registrants,2000,,2741
Male,Allages,All classes,2000,,94436
Male,Allages,Jobseekers allowance applications,2000,,64805
Male,Allages,Jobseekers benefit claims,2000,,26853
Male,Allages,Other registrants,2000,,2778
Female,Under25years,All classes,2000,,11781
Female,Under25years,Jobseekers allowance applications,2000,,8134
Female,Under25years,Jobseekers benefit claims,2000,,3503
Female,Under25years,Other registrants,2000,,144
Female,25yearsandover,All classes,2000,,57272
Female,25yearsandover,Jobseekers allowance applications,2000,,17490
Female,25yearsandover,Jobseekers benefit claims,2000,,29257
Female,25yearsandover,Other registrants,2000,,10525
Female,Allages,All classes,2000,,69053
Female,Allages,Jobseekers allowance applications,2000,,25624
Female,Allages,Jobseekers benefit claims,2000,,32760
Female,Allages,Other registrants,2000,,10669
Both,Under25years,All classes,2000,,26114
Both,Under25years,Jobseekers allowance applications,2000,,18300
Both,Under25years,Jobseekers benefit claims,2000,,7627
Both,Under25years,Other registrants,2000,,187
Both,25yearsandover,All classes,2000,,135682
Both,25yearsandover,Jobseekers allowance applications,2000,,69610
Both,25yearsandover,Jobseekers benefit claims,2000,,52513
Both,25yearsandover,Other registrants,2000,,13559
Both,Allages,All classes,2000,,161796
Both,Allages,Jobseekers allowance applications,2000,,87910
Both,Allages,Jobseekers benefit claims,2000,,60140
Both,Allages,Other registrants,2000,,13746
Male,Under25years,All classes,2000,,14687
Male,Under25years,Jobseekers allowance applications,2000,,10431
Male,Under25years,Jobseekers benefit claims,2000,,4220
Male,Under25years,Other registrants,2000,,36
Male,25yearsandover,All classes,2000,,77366
Male,25yearsandover,Jobseekers allowance applications,2000,,52451
Male,25yearsandover,Jobseekers benefit claims,2000,,22158
Male,25yearsandover,Other registrants,2000,,2757
Male,Allages,All classes,2000,,92053
Male,Allages,Jobseekers allowance applications,2000,,62882
Male,Allages,Jobseekers benefit claims,2000,,26378
Male,Allages,Other registrants,2000,,2793
Female,Under25years,All classes,2000,,11427
Female,Under25years,Jobseekers allowance applications,2000,,7869
Female,Under25years,Jobseekers benefit claims,2000,,3407
Female,Under25years,Other registrants,2000,,151
Female,25yearsandover,All classes,2000,,58316
Female,25yearsandover,Jobseekers allowance applications,2000,,17159
Female,25yearsandover,Jobseekers benefit claims,2000,,30355
Female,25yearsandover,Other registrants,2000,,10802
Female,Allages,All classes,2000,,69743
Female,Allages,Jobseekers allowance applications,2000,,25028
Female,Allages,Jobseekers benefit claims,2000,,33762
Female,Allages,Other registrants,2000,,10953
Both,Under25years,All classes,2000,,24691
Both,Under25years,Jobseekers allowance applications,2000,,17426
Both,Under25years,Jobseekers benefit claims,2000,,7090
Both,Under25years,Other registrants,2000,,175
Both,25yearsandover,All classes,2000,,128180
Both,25yearsandover,Jobseekers allowance applications,2000,,67373
Both,25yearsandover,Jobseekers benefit claims,2000,,47761
Both,25yearsandover,Other registrants,2000,,13046
Both,Allages,All classes,2000,,152871
Both,Allages,Jobseekers allowance applications,2000,,84799
Both,Allages,Jobseekers benefit claims,2000,,54851
Both,Allages,Other registrants,2000,,13221
Male,Under25years,All classes,2000,,13904
Male,Under25years,Jobseekers allowance applications,2000,,9915
Male,Under25years,Jobseekers benefit claims,2000,,3957
Male,Under25years,Other registrants,2000,,32
Male,25yearsandover,All classes,2000,,74173
Male,25yearsandover,Jobseekers allowance applications,2000,,50774
Male,25yearsandover,Jobseekers benefit claims,2000,,20722
Male,25yearsandover,Other registrants,2000,,2677
Male,Allages,All classes,2000,,88077
Male,Allages,Jobseekers allowance applications,2000,,60689
Male,Allages,Jobseekers benefit claims,2000,,24679
Male,Allages,Other registrants,2000,,2709
Female,Under25years,All classes,2000,,10787
Female,Under25years,Jobseekers allowance applications,2000,,7511
Female,Under25years,Jobseekers benefit claims,2000,,3133
Female,Under25years,Other registrants,2000,,143
Female,25yearsandover,All classes,2000,,54007
Female,25yearsandover,Jobseekers allowance applications,2000,,16599
Female,25yearsandover,Jobseekers benefit claims,2000,,27039
Female,25yearsandover,Other registrants,2000,,10369
Female,Allages,All classes,2000,,64794
Female,Allages,Jobseekers allowance applications,2000,,24110
Female,Allages,Jobseekers benefit claims,2000,,30172
Female,Allages,Other registrants,2000,,10512
Both,Under25years,All classes,2000,,26319
Both,Under25years,Jobseekers allowance applications,2000,,18866
Both,Under25years,Jobseekers benefit claims,2000,,7279
Both,Under25years,Other registrants,2000,,174
Both,25yearsandover,All classes,2000,,130434
Both,25yearsandover,Jobseekers allowance applications,2000,,66523
Both,25yearsandover,Jobseekers benefit claims,2000,,50734
Both,25yearsandover,Other registrants,2000,,13177
Both,Allages,All classes,2000,,156753
Both,Allages,Jobseekers allowance applications,2000,,85389
Both,Allages,Jobseekers benefit claims,2000,,58013
Both,Allages,Other registrants,2000,,13351
Male,Under25years,All classes,2000,,14356
Male,Under25years,Jobseekers allowance applications,2000,,10377
Male,Under25years,Jobseekers benefit claims,2000,,3943
Male,Under25years,Other registrants,2000,,36
Male,25yearsandover,All classes,2000,,73561
Male,25yearsandover,Jobseekers allowance applications,2000,,49898
Male,25yearsandover,Jobseekers benefit claims,2000,,21073
Male,25yearsandover,Other registrants,2000,,2590
Male,Allages,All classes,2000,,87917
Male,Allages,Jobseekers allowance applications,2000,,60275
Male,Allages,Jobseekers benefit claims,2000,,25016
Male,Allages,Other registrants,2000,,2626
Female,Under25years,All classes,2000,,11963
Female,Under25years,Jobseekers allowance applications,2000,,8489
Female,Under25years,Jobseekers benefit claims,2000,,3336
Female,Under25years,Other registrants,2000,,138
Female,25yearsandover,All classes,2000,,56873
Female,25yearsandover,Jobseekers allowance applications,2000,,16625
Female,25yearsandover,Jobseekers benefit claims,2000,,29661
Female,25yearsandover,Other registrants,2000,,10587
Female,Allages,All classes,2000,,68836
Female,Allages,Jobseekers allowance applications,2000,,25114
Female,Allages,Jobseekers benefit claims,2000,,32997
Female,Allages,Other registrants,2000,,10725
Both,Under25years,All classes,2000,,27436
Both,Under25years,Jobseekers allowance applications,2000,,19604
Both,Under25years,Jobseekers benefit claims,2000,,7638
Both,Under25years,Other registrants,2000,,194
Both,25yearsandover,All classes,2000,,132478
Both,25yearsandover,Jobseekers allowance applications,2000,,66023
Both,25yearsandover,Jobseekers benefit claims,2000,,52926
Both,25yearsandover,Other registrants,2000,,13529
Both,Allages,All classes,2000,,159914
Both,Allages,Jobseekers allowance applications,2000,,85627
Both,Allages,Jobseekers benefit claims,2000,,60564
Both,Allages,Other registrants,2000,,13723
Male,Under25years,All classes,2000,,14892
Male,Under25years,Jobseekers allowance applications,2000,,10704
Male,Under25years,Jobseekers benefit claims,2000,,4157
Male,Under25years,Other registrants,2000,,31
Male,25yearsandover,All classes,2000,,73567
Male,25yearsandover,Jobseekers allowance applications,2000,,49352
Male,25yearsandover,Jobseekers benefit claims,2000,,21592
Male,25yearsandover,Other registrants,2000,,2623
Male,Allages,All classes,2000,,88459
Male,Allages,Jobseekers allowance applications,2000,,60056
Male,Allages,Jobseekers benefit claims,2000,,25749
Male,Allages,Other registrants,2000,,2654
Female,Under25years,All classes,2000,,12544
Female,Under25years,Jobseekers allowance applications,2000,,8900
Female,Under25years,Jobseekers benefit claims,2000,,3481
Female,Under25years,Other registrants,2000,,163
Female,25yearsandover,All classes,2000,,58911
Female,25yearsandover,Jobseekers allowance applications,2000,,16671
Female,25yearsandover,Jobseekers benefit claims,2000,,31334
Female,25yearsandover,Other registrants,2000,,10906
Female,Allages,All classes,2000,,71455
Female,Allages,Jobseekers allowance applications,2000,,25571
Female,Allages,Jobseekers benefit claims,2000,,34815
Female,Allages,Other registrants,2000,,11069
Both,Under25years,All classes,2000,,27281
Both,Under25years,Jobseekers allowance applications,2000,,19517
Both,Under25years,Jobseekers benefit claims,2000,,7567
Both,Under25years,Other registrants,2000,,197
Both,25yearsandover,All classes,2000,,131655
Both,25yearsandover,Jobseekers allowance applications,2000,,65548
Both,25yearsandover,Jobseekers benefit claims,2000,,52558
Both,25yearsandover,Other registrants,2000,,13549
Both,Allages,All classes,2000,,159026
Both,Allages,Jobseekers allowance applications,2000,,85065
Both,Allages,Jobseekers benefit claims,2000,,60215
Both,Allages,Other registrants,2000,,13746
Male,Under25years,All classes,2000,,14775
Male,Under25years,Jobseekers allowance applications,2000,,10662
Male,Under25years,Jobseekers benefit claims,2000,,4082
Male,Under25years,Other registrants,2000,,31
Male,25yearsandover,All classes,2000,,73164
Male,25yearsandover,Jobseekers allowance applications,2000,,48967
Male,25yearsandover,Jobseekers benefit claims,2000,,21558
Male,25yearsandover,Other registrants,2000,,2639
Male,Allages,All classes,2000,,87939
Male,Allages,Jobseekers allowance applications,2000,,59629
Male,Allages,Jobseekers benefit claims,2000,,25640
Male,Allages,Other registrants,2000,,2670
Female,Under25years,All classes,2000,,12596
Female,Under25years,Jobseekers allowance applications,2000,,8855
Female,Under25years,Jobseekers benefit claims,2000,,3575
Female,Under25years,Other registrants,2000,,166
Female,25yearsandover,All classes,2000,,58491
Female,25yearsandover,Jobseekers allowance applications,2000,,16581
Female,25yearsandover,Jobseekers benefit claims,2000,,31000
Female,25yearsandover,Other registrants,2000,,10910
Female,Allages,All classes,2000,,71087
Female,Allages,Jobseekers allowance applications,2000,,25436
Female,Allages,Jobseekers benefit claims,2000,,34575
Female,Allages,Other registrants,2000,,11076
Both,Under25years,All classes,2000,,24423
Both,Under25years,Jobseekers allowance applications,2000,,17596
Both,Under25years,Jobseekers benefit claims,2000,,6651
Both,Under25years,Other registrants,2000,,176
Both,25yearsandover,All classes,2000,,120509
Both,25yearsandover,Jobseekers allowance applications,2000,,62595
Both,25yearsandover,Jobseekers benefit claims,2000,,45499
Both,25yearsandover,Other registrants,2000,,12415
Both,Allages,All classes,2000,,144932
Both,Allages,Jobseekers allowance applications,2000,,80191
Both,Allages,Jobseekers benefit claims,2000,,52150
Both,Allages,Other registrants,2000,,12591
Male,Under25years,All classes,2000,,13400
Male,Under25years,Jobseekers allowance applications,2000,,9807
